@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute classification {0,1,2,3,4,5}
@attribute regression numeric

@data
993,'2017/02/12 13:20:31:452',3,-251.583069,-250.917099,2412.647949,572.559937,424.584839,2491.481201,-87.886391,445.263672,2511.233887,1,?
994,'2017/02/12 13:20:31:486',3,-257.664032,-252.326965,2414.217773,603.544495,381.080231,2488.286621,-88.243973,444.31189,2510.183105,1,?
995,'2017/02/12 13:20:31:519',3,-257.95285,-252.911194,2413.353516,624.929688,329.82077,2497.0979,-88.943405,444.137604,2510.16748,1,?
996,'2017/02/12 13:20:31:552',3,-259.537323,-252.065369,2411.394043,636.065674,286.794586,2501.74585,-88.60762,444.492065,2509.682373,1,?
997,'2017/02/12 13:20:31:586',3,-265.439667,-252.360046,2415.984863,621.220459,249.449112,2492.128906,-89.853119,444.754028,2510.45752,1,?
998,'2017/02/12 13:20:31:619',3,-264.88385,-250.262054,2412.695313,611.692505,227.978088,2484.374023,-90.401855,445.50354,2510.322021,1,?
999,'2017/02/12 13:20:31:652',3,-263.947113,-250.273514,2412.941895,604.411743,212.896317,2481.003418,-90.531906,448.46814,2509.677979,1,?
1000,'2017/02/12 13:20:31:686',3,-259.502411,-250.71167,2414.771973,587.906311,200.557327,2470.967773,-90.079391,446.53125,2511.461426,1,?
1001,'2017/02/12 13:20:31:719',3,-255.488678,-253.652512,2420.319336,587.442261,191.592453,2470.072266,-89.513199,447.079102,2501.83252,1,?
1002,'2017/02/12 13:20:31:752',3,-235.741577,-255.855179,2427.921875,590.141846,185.997131,2472.670654,-89.905571,446.943604,2506.056152,1,?
1003,'2017/02/12 13:20:31:786',3,-218.917084,-256.87262,2431.669678,606.836609,181.692795,2477.854492,-88.836578,446.376343,2508.16748,1,?
1004,'2017/02/12 13:20:31:819',3,-211.892838,-256.629791,2433.11084,619.675354,178.682831,2480.549316,-87.348991,447.123413,2509.259277,1,?
1005,'2017/02/12 13:20:31:852',3,-208.391785,-256.015594,2434.730225,635.096191,178.421509,2499.82251,-87.824844,445.306152,2511.296875,1,?
1006,'2017/02/12 13:20:31:885',3,-208.797821,-258.244781,2434.174072,608.089233,174.641479,2479.769287,-87.683594,447.459686,2510.7146,1,?
1007,'2017/02/12 13:20:31:919',3,-229.406494,-254.289322,2427.026855,589.180298,182.564606,2464.642822,-87.272621,448.292328,2509.786621,1,?
1008,'2017/02/12 13:20:31:953',3,-239.385834,-252.66864,2422.087891,593.48175,194.857208,2475.904297,-85.793297,448.654572,2510.380859,1,?
1009,'2017/02/12 13:20:31:986',3,-249.026962,-251.686172,2419.280029,596.923157,200.678009,2476.764893,-85.760857,448.802765,2510.10083,1,?
1010,'2017/02/12 13:20:32:019',3,-252.884796,-250.842026,2417.814453,598.906189,203.649689,2477.348877,-86.772736,445.981567,2501.648926,1,?
1011,'2017/02/12 13:20:32:053',3,-253.112305,-252.100647,2417.088867,599.378174,204.920074,2475.42749,-87.714363,448.148163,2505.997559,1,?
1012,'2017/02/12 13:20:32:086',3,-253.613586,-251.639297,2417.985107,600.830505,206.177109,2479.997559,-87.352982,446.735626,2499.077393,1,?
1013,'2017/02/12 13:20:32:119',3,-249.812103,-252.152496,2417.993408,594.780273,207.79303,2470.297607,-88.4617,447.324768,2504.195313,1,?
1014,'2017/02/12 13:20:32:153',3,-245.2789,-251.285858,2417.890625,608.959167,218.227509,2481.5271,-88.093224,448.439514,2506.754883,1,?
1015,'2017/02/12 13:20:32:186',3,-243.230042,-251.314423,2418.101563,625.15564,230.863159,2492.916748,-87.941452,448.286621,2508.603271,1,?
1016,'2017/02/12 13:20:32:219',3,-248.033966,-252.376648,2419.097412,620.345215,242.960007,2491.157227,-88.405075,445.757446,2510.525391,1,?
1017,'2017/02/12 13:20:32:253',3,-231.001205,-255.694031,2426.469727,626.900269,259.426819,2491.854736,-88.724464,448.147522,2511.294678,1,?
1018,'2017/02/12 13:20:32:286',3,-217.061935,-253.353302,2432.180908,619.387451,275.95575,2491.348145,-89.49263,446.516968,2511.779541,1,?
1019,'2017/02/12 13:20:32:319',3,-213.877747,-255.665817,2433.317627,597.988037,298.582428,2490.080811,-89.494347,445.384766,2501.985107,1,?
1020,'2017/02/12 13:20:32:353',3,-209.96759,-256.401337,2435.095703,581.275757,327.371735,2483.797363,-88.452087,447.291504,2506.171631,1,?
1021,'2017/02/12 13:20:32:386',3,-209.049011,-253.897949,2434.427979,557.602234,367.153229,2483.843506,-87.61187,446.306335,2499.163574,1,?
1022,'2017/02/12 13:20:32:420',3,-206.404785,-255.774704,2436.722412,539.116516,395.007782,2486.998779,-88.056717,446.040649,2496.135254,1,?
1023,'2017/02/12 13:20:32:453',3,-221.261719,-253.731934,2425.615479,515.234436,423.691193,2487.826904,-86.759201,447.181152,2503.211182,1,?
1024,'2017/02/12 13:20:32:486',3,-229.60672,-248.060257,2420.037842,468.993652,450.544617,2474.133057,-86.664581,445.451599,2498.169434,1,?
1025,'2017/02/12 13:20:32:519',3,-239.76767,-249.97937,2416.894775,427.803375,471.905029,2470.73877,-86.131516,444.82251,2495.159668,1,?
1026,'2017/02/12 13:20:32:552',3,-246.198517,-251.098877,2414.528076,382.036041,481.663452,2470.125977,-86.941742,446.133179,2502.716553,1,?
1027,'2017/02/12 13:20:32:586',3,-249.512817,-251.884537,2412.495605,329.771332,489.388672,2470.808594,-85.951431,446.153442,2498.419189,1,?
1028,'2017/02/12 13:20:32:620',3,-252.047577,-252.093216,2415.257813,276.821533,491.604797,2483.635498,-85.643074,445.872375,2505.330811,1,?
1029,'2017/02/12 13:20:32:653',3,-251.661377,-252.644302,2413.294189,224.722565,480.694427,2487.625,-83.922775,445.084839,2498.749756,1,?
1030,'2017/02/12 13:20:32:686',3,-231.644012,-256.207245,2420.488037,188.262329,470.602478,2494.462646,-85.464294,446.877808,2504.022949,1,?
1031,'2017/02/12 13:20:32:720',3,-237.435272,-254.911453,2414.403076,159.117676,453.731628,2495.858398,-87.084183,446.558197,2507.142578,1,?
1032,'2017/02/12 13:20:32:753',3,-250.280228,-256.762939,2414.90918,144.476685,443.864014,2494.060547,-88.202705,449.817535,2517.210205,1,?
1033,'2017/02/12 13:20:32:803',3,-256.229584,-252.503799,2411.8479,137.27478,439.177856,2494.743164,-88.827042,448.599335,2513.20874,1,?
1034,'2017/02/12 13:20:32:836',3,-256.229584,-252.503799,2411.8479,137.27478,439.177856,2494.743164,-88.827042,448.599335,2513.20874,1,?
1035,'2017/02/12 13:20:32:870',3,-236.798584,-257.956329,2421.667725,134.763199,438.312012,2497.425781,-89.17968,447.384186,2520.245605,1,?
1036,'2017/02/12 13:20:32:903',3,-225.48201,-263.160492,2437.780273,134.263123,443.794647,2499.002197,-89.462051,447.997711,2515.18335,1,?
1037,'2017/02/12 13:20:32:937',3,-214.303757,-260.651459,2436.80127,133.849045,448.390106,2504.63501,-90.11084,447.24057,2512.658447,1,?
1038,'2017/02/12 13:20:32:970',3,-207.930786,-261.123535,2434.696533,133.310471,450.389832,2503.539795,-89.689484,447.029724,2511.302002,1,?
1039,'2017/02/12 13:20:33:002',3,-227.003906,-257.482483,2426.575684,132.895187,450.979736,2501.337891,-90.161224,445.501526,2511.267822,1,?
1040,'2017/02/12 13:20:33:036',3,-240.987854,-257.913055,2423.811279,137.376114,442.086975,2499.743652,-89.666145,446.071167,2511.287354,1,?
1041,'2017/02/12 13:20:33:070',3,-248.886093,-256.618896,2420.871826,135.691055,438.465332,2495.895752,-88.797508,446.887939,2518.783203,1,?
1042,'2017/02/12 13:20:33:102',3,-252.738068,-255.242142,2421.203613,145.72908,436.636047,2494.151367,-88.774658,448.528046,2523.025391,1,?
1043,'2017/02/12 13:20:33:136',3,-263.699127,-259.106079,2418.728516,155.658829,437.132507,2494.318115,-88.030609,447.571289,2525.166504,1,?
1044,'2017/02/12 13:20:33:170',3,-241.982697,-254.289642,2426.588623,165.622223,444.863586,2487.599121,-88.767693,447.39502,2517.169434,1,?
1045,'2017/02/12 13:20:33:203',3,-221.319611,-252.54364,2430.422607,177.354279,451.802612,2479.816406,-89.102768,447.359802,2513.682373,1,?
1046,'2017/02/12 13:20:33:237',3,-210.662247,-254.255997,2432.418457,191.406189,459.461365,2478.648682,-88.498199,446.280212,2511.368652,1,?
1047,'2017/02/12 13:20:33:270',3,-207.842621,-256.964294,2433.527344,225.060135,472.311371,2481.984619,-88.821503,448.096252,2509.795654,1,?
1048,'2017/02/12 13:20:33:303',3,-231.614166,-253.112946,2424.543457,265.386627,483.156067,2472.353271,-88.60289,445.851837,2511.551025,1,?
1049,'2017/02/12 13:20:33:336',3,-244.243362,-254.715424,2421.386963,305.792816,489.485107,2460.921387,-89.379974,446.239014,2511.411133,1,?
1050,'2017/02/12 13:20:37:556',4,-216.775543,-245.315186,2435.89502,-33.673157,636.205261,2488.5271,-91.954247,452.656616,2543.302979,2,?
1051,'2017/02/12 13:20:37:589',4,-226.621124,-245.478348,2433.150146,-31.962662,632.644531,2485.096191,-92.002808,451.04187,2544.223389,2,?
1052,'2017/02/12 13:20:37:622',4,-232.588547,-246.257339,2431.447266,-33.705963,632.688293,2489.966553,-91.915314,451.410187,2543.067627,2,?
1053,'2017/02/12 13:20:37:656',4,-235.428543,-245.917511,2430.337402,-34.693481,630.875122,2486.248535,-91.166687,452.742432,2543.622314,2,?
1054,'2017/02/12 13:20:37:690',4,-234.495071,-243.413483,2429.308105,-35.595367,631.662598,2490.483398,-91.121895,453.019043,2543.386719,2,?
1055,'2017/02/12 13:20:37:723',4,-235.464676,-244.195374,2428.093018,-36.179428,631.204712,2490.490479,-90.016151,451.91507,2544.327148,2,?
1056,'2017/02/12 13:20:37:755',4,-235.086746,-243.025375,2426.549072,-37.160736,628.039673,2487.339355,-89.661133,452.535309,2543.231445,2,?
1057,'2017/02/12 13:20:37:789',4,-235.781906,-243.047745,2426.735107,-34.919022,630.591431,2489.82959,-90.185074,452.920135,2544.225586,2,?
1058,'2017/02/12 13:20:37:822',4,-235.938004,-242.320618,2426.754395,-33.210007,631.372803,2488.913818,-88.739647,453.159241,2543.868164,2,?
1059,'2017/02/12 13:20:37:856',4,-236.211533,-242.644211,2427.084473,-32.661362,631.264404,2485.727539,-89.801117,456.099152,2543.52832,2,?
1060,'2017/02/12 13:20:37:889',4,-236.482819,-240.093719,2427.731689,-32.452301,635.157043,2488.561279,-89.703682,457.341797,2544.327637,2,?
1061,'2017/02/12 13:20:37:922',4,-236.737656,-238.734055,2428.722656,-25.495209,638.916321,2483.526855,-89.450455,457.146057,2544.30542,2,?
1062,'2017/02/12 13:20:37:956',4,-235.834259,-238.646561,2428.376953,-18.355408,658.375977,2486.732666,-88.814537,456.452881,2544.191162,2,?
1063,'2017/02/12 13:20:37:989',4,-235.485077,-239.259537,2428.077148,-7.31575,679.730286,2481.470703,-89.064331,456.105103,2544.209961,2,?
1064,'2017/02/12 13:20:38:023',4,-235.145569,-238.248169,2426.996338,0.633545,692.26239,2480.240967,-89.461281,457.070251,2543.153564,2,?
1065,'2017/02/12 13:20:38:056',4,-235.941513,-238.367661,2428.140869,14.849045,718.646973,2482.121826,-89.158081,459.669006,2544.654785,2,?
1066,'2017/02/12 13:20:38:089',4,-236.501541,-235.76944,2430.095703,24.360565,745.796143,2477.042969,-88.761604,457.71283,2544.993408,2,?
1067,'2017/02/12 13:20:38:122',4,-235.848877,-237.285583,2429.589844,40.596931,774.914307,2474.635742,-87.492943,457.318298,2536.067139,2,?
1068,'2017/02/12 13:20:38:156',4,-236.165054,-240.518036,2429.503418,62.530823,783.596558,2465.171387,-87.462219,457.793701,2539.627686,2,?
1069,'2017/02/12 13:20:38:189',4,-230.280518,-239.818817,2430.792725,83.198608,791.695007,2456.762451,-85.994576,459.440979,2541.938232,2,?
1070,'2017/02/12 13:20:38:222',4,-224.994263,-235.248077,2431.208496,99.304756,800.556213,2447.733643,-84.103584,457.386108,2544.599854,2,?
1071,'2017/02/12 13:20:38:256',4,-223.966644,-233.373245,2432.194092,111.930611,797.434082,2436.443359,-83.967331,454.340912,2535.37793,2,?
1072,'2017/02/12 13:20:38:289',4,-221.136551,-235.75618,2431.302002,123.403046,791.210693,2427.198486,-83.836258,455.580475,2539.827393,2,?
1073,'2017/02/12 13:20:38:322',4,-219.990356,-235.518402,2431.424561,133.903824,788.181396,2420.271729,-81.853897,449.085266,2534.443604,2,?
1074,'2017/02/12 13:20:38:356',4,-220.992035,-238.895172,2431.705811,138.655197,780.763611,2408.876953,-80.826302,450.769989,2531.327881,2,?
1075,'2017/02/12 13:20:38:389',4,-221.42334,-238.899704,2431.206055,141.460724,778.102112,2397.679199,-82.369202,452.300354,2537.291016,2,?
1076,'2017/02/12 13:20:38:422',4,-221.965698,-237.154251,2432.363037,145.71669,778.756104,2390.882813,-83.167145,453.24408,2532.725586,2,?
1077,'2017/02/12 13:20:38:456',4,-222.04863,-236.486664,2431.749756,146.910156,777.958435,2388.782471,-83.453407,454.473083,2537.987793,2,?
1078,'2017/02/12 13:20:38:489',4,-220.474762,-235.235855,2432.25,150.546448,779.645203,2387.616943,-82.349632,454.365845,2540.624756,2,?
1079,'2017/02/12 13:20:38:522',4,-219.643021,-234.084366,2432.035156,151.985107,779.910217,2384.820557,-82.392891,453.247009,2533.425293,2,?
1080,'2017/02/12 13:20:38:556',4,-221.111145,-235.848068,2433.251221,150.799835,775.675842,2387.787842,-81.668472,453.763184,2538.363525,2,?
1081,'2017/02/12 13:20:38:589',4,-223.75354,-235.046036,2436.432373,149.406738,774.147644,2385.347656,-80.930641,455.069031,2540.871338,2,?
1082,'2017/02/12 13:20:38:622',4,-226.113052,-234.584229,2436.556152,150.012634,775.482239,2382.831299,-81.321861,456.253357,2542.610107,2,?
1083,'2017/02/12 13:20:38:661',4,-228.357254,-233.144699,2436.240479,149.509003,775.125732,2380.220459,-80.056183,456.148193,2544.935791,2,?
1084,'2017/02/12 13:20:38:689',4,-230.120453,-232.582962,2436.317627,150.470627,779.259766,2381.549561,-80.457817,457.477539,2543.033447,2,?
1085,'2017/02/12 13:20:38:723',4,-230.908157,-230.770782,2436.358398,149.335892,780.764771,2379.175537,-78.550255,457.26004,2543.652588,2,?
1086,'2017/02/12 13:20:38:757',4,-228.827301,-229.540512,2435.193115,148.66803,780.898804,2378.578857,-77.870911,456.316498,2543.951172,2,?
1087,'2017/02/12 13:20:38:789',4,-230.316513,-229.042206,2435.210449,147.29303,781.212646,2379.179932,-77.757393,454.462708,2544.086426,2,?
1088,'2017/02/12 13:20:38:822',4,-233.228867,-230.399704,2434.59375,146.413727,780.737915,2381.144531,-77.320549,453.255707,2543.666748,2,?
1089,'2017/02/12 13:20:38:856',4,-232.398499,-230.523849,2434.046875,138.201706,778.39502,2382.046875,-76.076576,452.973572,2544.482178,2,?
1090,'2017/02/12 13:20:38:890',4,-232.1996,-231.153336,2433.71582,128.151855,774.060059,2382.807373,-75.532745,456.559998,2552.874268,2,?
1091,'2017/02/12 13:20:38:923',4,-235.031357,-228.225998,2434.981689,120.419746,775.604736,2386.113037,-75.072899,457.988403,2557.07959,2,?
1092,'2017/02/12 13:20:38:956',4,-223.924515,-228.793945,2441.195313,112.572823,778.823608,2386.976318,-73.782082,457.152466,2550.123779,2,?
1093,'2017/02/12 13:20:38:989',4,-198.838165,-228.311737,2448.657959,99.550171,780.137207,2393.51123,-72.28759,456.222076,2547.133789,2,?
1094,'2017/02/12 13:20:39:023',4,-172.734253,-218.337784,2441.123047,82.656891,776.518616,2400.260986,-72.854195,453.953217,2546.766602,2,?
1095,'2017/02/12 13:20:39:056',4,-139.381256,-201.532043,2435.041504,57.937088,774.448975,2410.156006,-74.046616,455.455627,2544.943115,2,?
1096,'2017/02/12 13:20:39:090',4,-167.792969,-215.366409,2435.662354,26.767181,762.554382,2430.237061,-74.906601,453.959412,2545.12793,2,?
1097,'2017/02/12 13:20:39:123',4,-187.019684,-229.086441,2441.441406,-7.538651,735.638062,2448.890137,-76.080315,454.75946,2544.667969,2,?
1098,'2017/02/12 13:20:39:156',4,-195.491913,-237.598343,2456.331787,-28.572006,704.613342,2459.518555,-76.315681,451.922607,2535.485107,2,?
1099,'2017/02/12 13:20:39:189',4,-217.623581,-240.221375,2445.864502,-40.263214,675.272583,2479.713135,-77.799011,447.134735,2523.861816,2,?
1100,'2017/02/12 13:20:39:223',4,-227.511337,-246.077454,2439.311279,-45.87999,661.217651,2491.546875,-78.517487,450.016663,2525.536377,2,?
1101,'2017/02/12 13:20:39:256',4,-231.546478,-244.406113,2435.127686,-49.099167,654.346313,2502.180908,-77.187515,450.54126,2525.895996,2,?
1102,'2017/02/12 13:20:39:289',4,-206.418671,-244.330276,2440.660645,-51.043854,646.99646,2498.074219,-77.219986,451.080994,2526.570313,2,?
1103,'2017/02/12 13:20:39:323',4,-200.349396,-247.848434,2454.327148,-51.383362,643.01355,2495.15625,-79.022331,449.563232,2525.888916,2,?
1104,'2017/02/12 13:20:39:356',4,-219.820206,-246.123108,2443.38501,-51.559235,643.980103,2506.726318,-78.950012,447.867004,2536.060547,2,?
1105,'2017/02/12 13:20:39:389',4,-224.771118,-243.795502,2434.474609,-50.944107,632.498901,2507.033203,-79.273384,449.171082,2539.674561,2,?
1106,'2017/02/12 13:20:39:423',4,-227.239273,-242.166992,2429.932617,-50.238815,622.463623,2502.418701,-80.138611,449.739868,2533.424561,2,?
1107,'2017/02/12 13:20:39:456',4,-231.231506,-242.942963,2429.732666,-50.187805,617.329102,2501.642334,-80.88163,449.141479,2538.319336,2,?
1108,'2017/02/12 13:20:39:490',4,-234.154602,-242.063995,2431.021729,-50.289566,614.809692,2499.878662,-81.111145,446.934784,2532.244141,2,?
1109,'2017/02/12 13:20:39:523',4,-235.767715,-245.782089,2431.043701,-49.625565,613.472534,2499.715332,-81.134064,449.348145,2537.713623,2,?
1110,'2017/02/12 13:20:39:556',4,-236.533997,-244.420837,2430.597656,-49.237,612.729858,2501.119629,-80.320663,448.604797,2532.407715,2,?
1111,'2017/02/12 13:20:39:590',4,-233.353699,-244.241516,2429.757813,-47.077621,619.508179,2505.271973,-79.628838,454.002533,2529.790527,2,?
1112,'2017/02/12 13:20:39:623',4,-228.398071,-241.233948,2430.01709,-48.822205,631.210449,2505.174805,-78.141396,451.112793,2528.004883,2,?
1113,'2017/02/12 13:20:39:656',4,-223.571564,-243.572235,2428.477051,-47.983505,636.402344,2497.317139,-78.079666,449.681152,2527.599121,2,?
1114,'2017/02/12 13:20:39:690',4,-222.188385,-244.286087,2429.245361,-48.370178,638.962891,2492.484619,-78.240868,448.028534,2527.895508,2,?
1115,'2017/02/12 13:20:39:724',4,-220.379929,-246.216583,2428.107666,-44.816696,655.754272,2481.989014,-77.484093,445.094116,2529.097168,2,?
1116,'2017/02/12 13:20:39:756',4,-218.887131,-250.565338,2425.554199,-41.492783,680.545166,2473.971191,-76.233528,446.747681,2529.163574,2,?
1117,'2017/02/12 13:20:39:790',4,-219.843704,-248.090195,2427.277588,-34.46994,710.899719,2464.679688,-76.377113,448.757324,2536.237061,2,?
1118,'2017/02/12 13:20:39:823',4,-220.881866,-241.967087,2429.156982,-21.268723,740.104309,2459.815186,-76.153008,453.645447,2538.22998,2,?
1119,'2017/02/12 13:20:39:857',4,-224.138992,-236.136856,2430.528076,-7.708298,772.921875,2458.026855,-74.208366,452.372009,2540.76001,2,?
1120,'2017/02/12 13:20:39:890',4,-225.403503,-234.377167,2430.374512,1.94239,798.99707,2453.002197,-73.29808,450.718933,2543.011475,2,?
1121,'2017/02/12 13:20:39:923',4,-226.79599,-235.971802,2431.795898,30.731293,789.139832,2443.147461,-74.662102,450.662781,2543.672852,2,?
1122,'2017/02/12 13:20:39:956',4,-229.162735,-238.536942,2432.681885,49.051891,785.81543,2433.75708,-73.951157,451.007568,2543.946289,2,?
1123,'2017/02/12 13:20:39:990',4,-232.616669,-239.687286,2434.713623,62.269726,785.707153,2424.393799,-72.942345,453.373871,2535.541504,2,?
1124,'2017/02/12 13:20:40:023',4,-231.903595,-236.482498,2438.165039,75.1259,785.53125,2415.257324,-72.54097,451.721344,2539.402588,2,?
1125,'2017/02/12 13:20:40:056',4,-232.095108,-235.603317,2440.449951,88.710625,781.732788,2401.816406,-74.790817,452.712769,2541.330811,2,?
1126,'2017/02/12 13:20:40:090',4,-233.559433,-234.976349,2440.331299,102.224213,780.626526,2396.61084,-73.050148,449.190491,2544.310791,2,?
1127,'2017/02/12 13:20:40:123',4,-234.063583,-236.798584,2440.703125,110.147438,775.711853,2392.284424,-73.698463,446.870575,2527.75293,2,?
1128,'2017/02/12 13:20:40:157',4,-234.186096,-240.52478,2440.293701,116.410316,769.742493,2384.850342,-74.811554,450.544495,2535.511963,2,?
1129,'2017/02/12 13:20:40:190',4,-228.74408,-235.471313,2441.906738,125.44162,772.230591,2378.515625,-77.577644,449.560394,2530.818115,2,?
1130,'2017/02/12 13:20:40:223',4,-225.753006,-237.469482,2440.566895,131.579086,772.586304,2376.170654,-77.395287,449.282349,2528.468994,2,?
1131,'2017/02/12 13:20:40:257',4,-224.09903,-239.291016,2438.92041,134.600342,770.957092,2375.203613,-77.570679,447.742554,2528.350342,2,?
1132,'2017/02/12 13:20:40:291',4,-223.139847,-240.995712,2437.625732,136.798645,768.314087,2370.671143,-79.110573,449.766785,2535.814697,2,?
1133,'2017/02/12 13:20:40:323',4,-223.183029,-238.151962,2439.068848,137.192703,768.210632,2364.897705,-80.122658,451.979218,2531.469482,2,?
1134,'2017/02/12 13:20:40:357',4,-215.770462,-238.058914,2445.483643,139.210266,768.467285,2364.43457,-78.245346,452.188263,2528.765869,2,?
1135,'2017/02/12 13:20:40:390',4,-226.257614,-235.138443,2445.545654,139.039368,767.264404,2364.271484,-78.838554,450.222137,2527.48999,2,?
1136,'2017/02/12 13:20:40:423',4,-227.514084,-237.0289,2441.83667,137.894043,766.081909,2363.998291,-78.159523,449.257507,2527.858887,2,?
1137,'2017/02/12 13:20:40:456',4,-225.395508,-239.743027,2440.334717,137.580627,766.689209,2364.061768,-78.139038,447.407379,2519.020752,2,?
1138,'2017/02/12 13:20:40:490',4,-223.822632,-241.503235,2438.610107,137.676575,765.967163,2364.390625,-77.648949,451.23468,2523.655273,2,?
1139,'2017/02/12 13:20:40:523',4,-222.963104,-240.03299,2439.861816,138.862213,768.699524,2363.27832,-78.614914,451.815552,2524.965088,2,?
1140,'2017/02/12 13:20:40:558',4,-222.659698,-239.890625,2438.150146,138.974838,770.989258,2360.799561,-77.447319,450.53949,2527.128418,2,?
1141,'2017/02/12 13:20:40:591',4,-222.628967,-238.57988,2437.294678,140.540222,769.340881,2364.622803,-78.360207,449.899597,2528.675537,2,?
1142,'2017/02/12 13:20:40:623',4,-222.490631,-240.354111,2436.001465,139.256348,770.168945,2367.625244,-78.298332,451.413269,2527.957275,2,?
1143,'2017/02/12 13:20:40:656',4,-220.434448,-239.763519,2436.297607,138.615753,770.352661,2368.389404,-78.616524,451.32959,2527.579346,2,?
1144,'2017/02/12 13:20:40:690',4,-219.462296,-238.904968,2433.556396,136.487762,775.497498,2371.064209,-78.369843,448.641724,2528.404297,2,?
1145,'2017/02/12 13:20:40:724',4,-220.84819,-238.959473,2431.886475,130.971313,774.422241,2375.267334,-80.029381,447.554138,2528.419922,2,?
1146,'2017/02/12 13:20:40:757',4,-223.056778,-242.58638,2432.535645,123.920677,770.510986,2381.201416,-80.135368,447.194427,2527.761475,2,?
1147,'2017/02/12 13:20:40:790',4,-228.366135,-243.237091,2431.974121,115.030167,770.089233,2389.136719,-80.662155,446.410339,2527.005615,2,?
1148,'2017/02/12 13:20:40:824',4,-224.34346,-244.519333,2431.88916,97.86142,771.046387,2393.280518,-81.37883,446.850769,2526.529053,2,?
1149,'2017/02/12 13:20:40:856',4,-220.849136,-243.459274,2431.20459,76.400772,765.161133,2396.824707,-82.164978,447.452362,2526.425049,2,?
1150,'2017/02/12 13:20:40:890',4,-221.249039,-243.02356,2430.416992,40.190483,771.747742,2401.872803,-81.666313,447.849304,2526.312012,2,?
1151,'2017/02/12 13:20:40:924',4,-222.349625,-242.097214,2431.991699,4.48465,757.526917,2408.900391,-81.662201,448.150513,2526.791748,2,?
1152,'2017/02/12 13:20:40:958',4,-226.805283,-243.389236,2432.936279,-21.624725,730.310364,2427.991943,-82.862946,448.506775,2528.127686,2,?
1153,'2017/02/12 13:20:40:990',4,-226.646622,-243.439682,2433.331299,-35.954559,700.707581,2443.4021,-82.795044,449.372742,2527.7229,2,?
1154,'2017/02/12 13:20:41:024',4,-223.663208,-243.833664,2432.474609,-43.985519,670.788208,2459.901611,-81.5429,450.651886,2518.994141,2,?
1155,'2017/02/12 13:20:41:057',4,-224.012695,-243.882935,2432.797852,-53.113907,648.590271,2469.266602,-80.801437,450.819,2514.591553,2,?
1156,'2017/02/12 13:20:41:090',4,-220.162674,-246.618088,2430.97998,-56.013565,638.408142,2485.983887,-81.809021,448.067108,2513.391113,2,?
1157,'2017/02/12 13:20:41:124',4,-218.577393,-249.245392,2429.416504,-53.31752,629.387817,2484.085938,-82.482841,448.048279,2519.814697,2,?
1158,'2017/02/12 13:20:41:158',4,-218.121201,-248.197678,2428.391846,-50.645935,619.600525,2486.940674,-81.778755,447.593628,2523.553711,2,?
1159,'2017/02/12 13:20:41:191',4,-207.285995,-249.676407,2434.318115,-50.424026,613.515625,2485.29541,-82.520248,448.210205,2525.388672,2,?
1160,'2017/02/12 13:20:41:224',4,-218.398041,-249.418488,2431.702881,-49.235062,611.167603,2486.191162,-82.39196,447.775391,2517.781494,2,?
1161,'2017/02/12 13:20:41:258',4,-222.859329,-249.921188,2430.49292,-49.640198,609.735962,2486.482666,-80.494812,447.28241,2513.936279,2,?
1162,'2017/02/12 13:20:41:290',4,-220.659729,-249.265106,2426.674316,-50.083527,609.025879,2486.707275,-79.521866,444.712158,2520.606445,2,?
1163,'2017/02/12 13:20:41:324',4,-208.882034,-252.450165,2433.385498,-57.608032,604.418518,2481.456787,-79.759048,445.340698,2515.382813,2,?
1164,'2017/02/12 13:20:41:357',4,-207.077209,-251.712311,2433.91748,-54.819855,604.929504,2479.482422,-80.541534,446.813873,2520.816406,2,?
1165,'2017/02/12 13:20:41:390',4,-208.996582,-249.144958,2430.930664,-52.542877,606.022461,2481.422607,-80.141319,445.417114,2514.973633,2,?
1166,'2017/02/12 13:20:41:425',4,-212.266907,-247.581772,2428.786377,-51.258011,607.18573,2484.175781,-79.673813,449.463013,2521.119385,2,?
1167,'2017/02/12 13:20:41:458',4,-212.636581,-241.545609,2429.932373,-49.574173,606.525757,2480.923828,-79.441391,448.41333,2515.119385,2,?
1168,'2017/02/12 13:20:41:490',4,-205.425232,-243.119507,2434.969238,-48.778427,606.670959,2481.651855,-78.266144,448.798523,2512.558105,2,?
1169,'2017/02/12 13:20:41:524',4,-199.555573,-246.012848,2440.227051,-48.156738,616.830872,2479.55957,-78.624207,448.093109,2511.377686,2,?
1170,'2017/02/12 13:20:41:557',4,-197.348083,-249.234451,2443.262451,-47.150513,627.861206,2475.942139,-78.142746,449.041168,2510.692383,2,?
1171,'2017/02/12 13:20:41:591',4,-211.829437,-245.978638,2435.875,-45.403137,647.148071,2472.191406,-74.735855,450.896698,2518.984619,2,?
1172,'2017/02/12 13:20:41:624',4,-216.878555,-241.097519,2434.085938,-43.050461,673.013367,2468.751465,-73.797348,449.359619,2514.130127,2,?
