@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute classification {0,1,2,3,4,5}
@attribute regression numeric

@data
1536,'2017/02/12 13:21:10:423',6,-112.317398,636.802856,2467.609131,88.684654,-241.76503,2557.997803,-84.178215,451.699646,2544.395996,5,?
1537,'2017/02/12 13:21:10:455',6,-115.917557,614.429321,2475.029297,93.160583,-257.850464,2554.173828,-83.518021,452.323029,2543.341553,5,?
1538,'2017/02/12 13:21:10:490',6,-121.69603,605.713379,2483.053467,89.29364,-244.435547,2546.712158,-82.412727,448.979279,2534.665527,5,?
1539,'2017/02/12 13:21:10:522',6,-121.795288,601.936462,2484.733643,87.178528,-252.583572,2546.317383,-80.112915,451.745636,2538.955566,5,?
1540,'2017/02/12 13:21:10:555',6,-123.786072,599.132568,2485.875977,87.47641,-242.057632,2543.987793,-78.968559,450.537476,2533.037598,5,?
1541,'2017/02/12 13:21:10:590',6,-121.31575,602.681458,2488.610596,83.422745,-234.706528,2545.42627,-79.99958,451.372986,2530.071533,5,?
1542,'2017/02/12 13:21:10:623',6,-121.514465,600.985962,2489.639404,89.760956,-245.955307,2552.599609,-81.620865,451.832703,2536.636963,5,?
1543,'2017/02/12 13:21:10:655',6,-122.243088,600.950867,2488.899414,89.991737,-257.588898,2552.425781,-82.571098,453.470764,2540.912354,5,?
1544,'2017/02/12 13:21:10:689',6,-122.641449,599.113281,2490.400391,93.972847,-259.359802,2554.657471,-82.261337,452.772888,2543.140381,5,?
1545,'2017/02/12 13:21:10:723',6,-123.827911,601.133484,2493.743896,89.477882,-245.428421,2549.299072,-82.20694,449.120728,2537.052734,5,?
1546,'2017/02/12 13:21:10:757',6,-124.242264,601.329895,2493.466553,86.676048,-238.746292,2545.392822,-81.910332,447.748566,2532.084717,5,?
1547,'2017/02/12 13:21:10:806',6,-124.88588,599.375977,2494.493164,85.208176,-235.699875,2543.436768,-81.689865,446.613892,2529.09375,5,?
1548,'2017/02/12 13:21:10:840',6,-114.341232,607.244873,2499.90332,85.093178,-234.079575,2542.482666,-81.672813,446.114563,2527.567383,5,?
1549,'2017/02/12 13:21:10:872',6,-109.697357,623.587769,2504.094482,85.159843,-231.753983,2540.575928,-81.763229,446.55481,2526.840576,5,?
1550,'2017/02/12 13:21:10:906',6,-108.83374,646.227783,2498.321289,84.347771,-230.732788,2541.064697,-82.767761,445.995056,2526.939697,5,?
1551,'2017/02/12 13:21:10:940',6,-114.436508,661.55011,2489.655762,80.882439,-225.441177,2548.47168,-84.274345,452.021606,2535.040039,5,?
1552,'2017/02/12 13:21:10:973',6,-124.232635,684.198914,2474.566162,81.924561,-224.020523,2553.275879,-84.367157,451.18335,2540.067871,5,?
1553,'2017/02/12 13:21:11:006',6,-154.166794,705.292114,2453.470459,83.51667,-223.486832,2555.387207,-84.053238,450.377014,2541.596924,5,?
1554,'2017/02/12 13:21:11:040',6,-171.313446,740.991394,2448.103516,84.107384,-222.212601,2558.309814,-87.198143,449.266907,2544.433838,5,?
1555,'2017/02/12 13:21:11:072',6,-196.239044,748.961365,2433.370361,84.588387,-220.321243,2559.367676,-87.795067,451.825134,2544.273438,5,?
1556,'2017/02/12 13:21:11:106',6,-215.634552,757.232544,2417.922607,84.69751,-218.046524,2557.427979,-89.413651,451.749146,2535.228271,5,?
1557,'2017/02/12 13:21:11:140',6,-229.775604,759.779663,2405.300537,81.521683,-216.194717,2571.324463,-90.039474,454.34137,2537.703125,5,?
1558,'2017/02/12 13:21:11:173',6,-246.830963,760.935364,2392.044189,77.772202,-220.001266,2579.960693,-88.971748,453.711182,2540.461914,5,?
1559,'2017/02/12 13:21:11:207',6,-260.998016,764.015808,2375.936279,76.633774,-219.135086,2592.168945,-87.205078,451.543671,2542.380615,5,?
1560,'2017/02/12 13:21:11:240',6,-269.872925,758.482788,2367.484619,79.751053,-222.890945,2582.355713,-86.337021,450.745392,2542.900879,5,?
1561,'2017/02/12 13:21:11:273',6,-279.956207,753.763977,2359.564941,83.458138,-221.216751,2571.005859,-86.145279,451.831848,2542.982666,5,?
1562,'2017/02/12 13:21:11:306',6,-289.137085,749.932434,2355.597168,83.317535,-223.470505,2559.446289,-85.384232,451.724548,2544.126953,5,?
1563,'2017/02/12 13:21:11:340',6,-294.116302,748.342102,2348.880859,84.344818,-220.886856,2557.258545,-85.623642,453.702759,2543.682373,5,?
1564,'2017/02/12 13:21:11:373',6,-296.317932,746.166077,2344.956787,85.073959,-221.435837,2556.054443,-85.957199,451.057281,2545.462402,5,?
1565,'2017/02/12 13:21:11:407',6,-296.981842,743.297058,2342.322998,87.12252,-220.121231,2557.078857,-83.854523,453.216919,2545.238525,5,?
1566,'2017/02/12 13:21:11:440',6,-298.444641,742.52417,2340.724609,87.642799,-219.043137,2557.67041,-83.960655,453.041229,2545.17041,5,?
1567,'2017/02/12 13:21:11:473',6,-298.907684,741.998352,2340.481934,87.554832,-218.427811,2556.693115,-82.119164,456.172638,2544.677734,5,?
1568,'2017/02/12 13:21:11:507',6,-299.318512,744.463501,2338.076172,87.748047,-216.452408,2559.837891,-82.425934,457.495026,2544.423584,5,?
1569,'2017/02/12 13:21:11:540',6,-300.305695,746.238281,2339.895264,87.632851,-217.272934,2560.552002,-82.63768,455.966919,2544.79248,5,?
1570,'2017/02/12 13:21:11:573',6,-300.182495,747.885803,2345.311035,86.72287,-223.029953,2556.839844,-82.226784,452.112854,2545.03125,5,?
1571,'2017/02/12 13:21:11:607',6,-296.046631,744.54834,2344.068604,85.800484,-224.199265,2555.874756,-82.291512,451.681091,2544.653076,5,?
1572,'2017/02/12 13:21:11:640',6,-290.731293,745.834229,2341.375,86.738007,-224.776749,2550.652588,-82.575569,450.57019,2535.917969,5,?
1573,'2017/02/12 13:21:11:674',6,-286.928955,749.488159,2343.922852,87.697937,-224.045975,2560.814941,-82.293564,450.398315,2531.613525,5,?
1574,'2017/02/12 13:21:11:707',6,-281.944061,750.35022,2345.210205,84.022575,-226.310684,2565.696045,-81.745827,450.243988,2529.424316,5,?
1575,'2017/02/12 13:21:11:740',6,-273.9646,753.224915,2349.292236,85.657127,-226.038101,2559.709717,-80.826126,451.259888,2528.320068,5,?
1576,'2017/02/12 13:21:11:774',6,-258.379181,753.454102,2361.125244,87.938843,-224.708389,2554.940186,-79.967873,449.98407,2528.726563,5,?
1577,'2017/02/12 13:21:11:807',6,-244.00415,749.751831,2375.403076,85.823692,-224.970352,2556.719971,-80.380814,452.177338,2535.956787,5,?
1578,'2017/02/12 13:21:11:839',6,-219.997742,771.199158,2391.664795,81.752655,-226.771988,2551.183594,-80.581985,452.858643,2539.547607,5,?
1579,'2017/02/12 13:21:11:874',6,-185.445007,766.622742,2399.278564,80.095375,-226.373672,2545.863525,-81.40799,453.695618,2534.300537,5,?
1580,'2017/02/12 13:21:11:907',6,-152.023163,749.617432,2422.95874,80.890099,-226.194321,2544.001221,-81.302681,452.60733,2530.661865,5,?
1581,'2017/02/12 13:21:11:940',6,-121.553497,727.675781,2440.979004,81.908051,-229.836655,2537.161621,-79.756912,449.685822,2519.915771,5,?
1582,'2017/02/12 13:21:11:974',6,-103.871185,700.304626,2455.55127,81.862061,-230.439026,2536.327393,-79.447716,450.556824,2522.99292,5,?
1583,'2017/02/12 13:21:12:007',6,-95.277618,671.617859,2471.753906,82.659821,-229.925385,2536.519775,-79.193443,449.768677,2524.557617,5,?
1584,'2017/02/12 13:21:12:040',6,-88.658722,652.751404,2488.600098,83.274529,-231.500626,2536.997559,-78.557716,447.802002,2526.351563,5,?
1585,'2017/02/12 13:21:12:074',6,-85.995972,631.983704,2494.409912,84.812363,-231.533371,2537.781494,-76.616577,447.970703,2526.2146,5,?
1586,'2017/02/12 13:21:12:106',6,-77.083466,619.122498,2503.627441,84.740463,-228.93486,2543.561279,-75.696686,450.81781,2534.65332,5,?
1587,'2017/02/12 13:21:12:140',6,-71.377426,613.11322,2510.542236,84.886063,-228.929688,2542.188721,-75.749443,450.683868,2530.366455,5,?
1588,'2017/02/12 13:21:12:174',6,-76.197159,612.825684,2508.898438,81.867226,-231.356033,2543.36084,-75.925888,451.356689,2536.567871,5,?
1589,'2017/02/12 13:21:12:207',6,-80.052277,612.125854,2506.532471,83.074387,-230.996017,2545.554443,-74.944603,452.687683,2539.759766,5,?
1590,'2017/02/12 13:21:12:240',6,-83.16748,611.773499,2506.611572,86.167641,-226.987259,2550.478271,-73.770905,455.100861,2541.458008,5,?
1591,'2017/02/12 13:21:12:274',6,-84.240067,612.087891,2508.515869,84.421684,-230.095261,2547.360107,-73.840324,454.164642,2543.322998,5,?
1592,'2017/02/12 13:21:12:306',6,-84.617523,612.145142,2507.475098,84.123985,-229.190765,2548.635742,-74.236107,454.00882,2543.139648,5,?
1593,'2017/02/12 13:21:12:340',6,-85.238235,612.039307,2507.093018,81.947838,-233.133896,2543.099854,-73.119865,453.389069,2544.115723,5,?
1594,'2017/02/12 13:21:12:374',6,-85.734009,611.952332,2507.656982,80.917625,-231.847549,2541.280518,-73.612816,454.86557,2543.533936,5,?
1595,'2017/02/12 13:21:12:407',6,-86.164948,612.19873,2507.783691,83.099632,-232.652084,2540.162109,-73.534279,453.272339,2544.422607,5,?
1596,'2017/02/12 13:21:12:440',6,-85.950272,612.106506,2507.802734,84.71701,-230.167892,2538.471191,-73.606232,454.917938,2544.321045,5,?
1597,'2017/02/12 13:21:12:474',6,-86.362885,612.080872,2507.103027,86.641602,-228.40419,2543.024658,-74.325127,453.320007,2545.236084,5,?
1598,'2017/02/12 13:21:12:507',6,-86.141708,623.255249,2508.040771,83.540382,-231.162552,2541.922852,-74.50853,452.861115,2544.185059,5,?
1599,'2017/02/12 13:21:12:540',6,-80.439545,630.826904,2501.47583,81.958359,-232.085495,2541.361084,-74.49778,452.752869,2543.60498,5,?
1600,'2017/02/12 13:21:12:574',6,-84.182968,654.39386,2498.809326,80.36972,-231.984283,2540.7146,-74.715645,453.826416,2543.807861,5,?
1601,'2017/02/12 13:21:12:607',6,-87.976242,681.114746,2489.506592,80.092346,-230.86734,2541.079346,-74.620224,454.982056,2543.343262,5,?
1602,'2017/02/12 13:21:12:641',6,-94.419693,713.537415,2483.108154,79.853691,-232.440765,2539.908936,-73.771294,455.175171,2544.205811,5,?
1603,'2017/02/12 13:21:12:674',6,-97.80719,744.239075,2472.056885,82.977806,-229.182251,2544.032959,-74.129463,454.175781,2543.656982,5,?
1604,'2017/02/12 13:21:12:707',6,-114.982849,782.923584,2463.042969,84.284256,-226.237076,2551.555176,-74.994835,456.228638,2552.351318,5,?
1605,'2017/02/12 13:21:12:741',6,-147.619415,779.233154,2449.644775,86.289543,-226.270828,2553.577637,-73.917809,455.508301,2547.76123,5,?
1606,'2017/02/12 13:21:12:774',6,-171.628891,779.093506,2437.090088,87.654205,-225.512955,2554.459961,-74.764336,454.405182,2545.450928,5,?
1607,'2017/02/12 13:21:12:807',6,-186.778915,777.349243,2422.917725,88.646584,-223.995102,2558.997559,-74.648743,456.207245,2553.306641,5,?
1608,'2017/02/12 13:21:12:841',6,-199.877579,779.282532,2411.669678,88.614342,-224.335464,2558.05835,-74.767059,455.364594,2548.196533,5,?
1609,'2017/02/12 13:21:12:874',6,-208.559494,776.723511,2402.806641,88.409561,-227.187057,2555.713135,-74.146759,453.911652,2546.194824,5,?
1610,'2017/02/12 13:21:12:907',6,-221.951309,775.278381,2392.160889,86.984993,-228.843094,2559.117676,-73.64492,452.364594,2536.709473,5,?
1611,'2017/02/12 13:21:12:941',6,-229.570313,772.13208,2383.963867,89.311485,-229.629547,2556.092529,-71.810997,451.094147,2532.445801,5,?
1612,'2017/02/12 13:21:12:973',6,-239.611099,767.196777,2378.492188,89.022057,-228.968521,2556.696289,-70.66333,452.335602,2529.785889,5,?
1613,'2017/02/12 13:21:13:007',6,-247.166565,768.48761,2373.039551,88.817162,-230.822495,2558.481201,-69.844795,451.544067,2528.98584,5,?
1614,'2017/02/12 13:21:13:040',6,-250.385132,764.932007,2367.63208,89.108894,-228.803436,2563.804199,-69.632103,453.165771,2536.61084,5,?
1615,'2017/02/12 13:21:13:074',6,-254.412384,767.598083,2362.549805,91.196259,-226.909622,2568.152344,-68.241432,455.413452,2548.967041,5,?
1616,'2017/02/12 13:21:13:108',6,-256.98938,771.059082,2358.716309,89.472466,-229.130203,2561.133789,-68.964027,454.849091,2546.108398,5,?
1617,'2017/02/12 13:21:13:141',6,-258.008453,768.85321,2356.981445,87.900787,-232.207993,2549.351807,-69.402451,452.948547,2536.630371,5,?
1618,'2017/02/12 13:21:13:173',6,-260.962158,765.525452,2355.393066,88.208504,-230.122437,2549.889648,-69.690239,454.054382,2539.875,5,?
1619,'2017/02/12 13:21:13:209',6,-262.249939,763.846741,2355.335449,89.100563,-228.820038,2551.141602,-70.358864,453.092346,2542.006836,5,?
1620,'2017/02/12 13:21:13:240',6,-265.900696,760.888855,2355.361816,87.215347,-227.759811,2550.074951,-70.709167,455.757568,2543.031006,5,?
1621,'2017/02/12 13:21:13:273',6,-268.41333,763.284058,2356.305908,85.116592,-231.94841,2542.4104,-71.483696,452.33429,2535.617188,5,?
1622,'2017/02/12 13:21:13:308',6,-268.171967,762.994141,2359.831543,85.591446,-232.254776,2548.658203,-71.866379,452.190857,2539.478271,5,?
1623,'2017/02/12 13:21:13:341',6,-267.467072,763.076965,2362.342041,86.817917,-229.504318,2558.349365,-71.769295,453.645935,2541.88208,5,?
1624,'2017/02/12 13:21:13:373',6,-267.102386,766.325562,2363.530518,90.269135,-228.072952,2560.917969,-70.055847,453.098938,2544.035156,5,?
1625,'2017/02/12 13:21:13:408',6,-260.751465,769.120422,2370.870117,91.883583,-227.121933,2561.327148,-69.159058,454.165344,2543.058594,5,?
1626,'2017/02/12 13:21:13:440',6,-253.280716,767.100586,2381.637939,92.396729,-228.451431,2559.383545,-67.434883,453.642822,2544.597656,5,?
1627,'2017/02/12 13:21:13:473',6,-241.068451,765.604858,2392.205566,92.981384,-229.374695,2558.08252,-65.073463,453.601318,2544.347168,5,?
1628,'2017/02/12 13:21:13:508',6,-223.265366,784.77887,2407.879639,90.486107,-234.552094,2552.289063,-63.903378,451.491516,2544.643066,5,?
1629,'2017/02/12 13:21:13:540',6,-197.654297,772.090698,2414.203369,90.048225,-234.684448,2551.435303,-63.600677,452.337677,2544.353027,5,?
1630,'2017/02/12 13:21:13:574',6,-163.33699,755.144775,2436.414795,89.954216,-234.621902,2558.153564,-63.397301,452.287964,2553.06958,5,?
1631,'2017/02/12 13:21:13:608',6,-140.146286,731.438782,2455.912842,90.048416,-234.908463,2555.951904,-63.436729,451.43042,2548.99585,5,?
1632,'2017/02/12 13:21:13:641',6,-129.950241,703.132996,2466.2146,90.619095,-235.330093,2553.318359,-62.97963,451.032898,2545.919434,5,?
1633,'2017/02/12 13:21:13:674',6,-115.580673,679.912231,2475.201416,90.390083,-235.810043,2551.655029,-63.829384,449.684326,2545.517334,5,?
1634,'2017/02/12 13:21:13:707',6,-104.373062,663.881042,2494.097168,90.376404,-235.84816,2549.790527,-63.646652,449.935425,2544.259277,5,?
1635,'2017/02/12 13:21:13:742',6,-97.51181,652.002014,2499.174561,89.47583,-234.728592,2548.798828,-64.129326,450.871277,2543.72998,5,?
1636,'2017/02/12 13:21:13:791',6,-93.476761,635.795349,2504.523193,89.584305,-234.558289,2550.484863,-62.931702,451.204559,2544.405518,5,?
1637,'2017/02/12 13:21:13:824',6,-89.374298,623.943726,2506.399902,90.836777,-234.021561,2549.155762,-63.607903,451.841705,2543.621338,5,?
1638,'2017/02/12 13:21:13:857',6,-88.142822,618.974609,2512.678223,90.77887,-233.620377,2551.070557,-63.590374,450.825378,2543.900391,5,?
1639,'2017/02/12 13:21:13:891',6,-86.896561,614.788635,2508.482422,90.821465,-234.903091,2552.142822,-64.523483,450.047119,2543.400879,5,?
1640,'2017/02/12 13:21:13:924',6,-98.961288,608.555969,2509.310303,92.414001,-234.548355,2549.931885,-64.23127,450.136597,2543.047607,5,?
1641,'2017/02/12 13:21:13:958',6,-111.166504,601.734009,2505.947754,93.28791,-234.74057,2548.527588,-64.928764,448.885529,2544.05957,5,?
1642,'2017/02/12 13:21:13:991',6,-112.010315,602.589294,2508.045654,92.040291,-233.869415,2548.412109,-65.234718,449.989136,2544.148438,5,?
1643,'2017/02/12 13:21:14:026',6,-111.859055,601.879395,2507.983887,92.239304,-234.235626,2549.634766,-65.287018,450.118927,2544.018555,5,?
1644,'2017/02/12 13:21:14:058',6,-117.072098,597.879944,2506.083496,93.267189,-245.496689,2555.471436,-63.82793,453.150146,2543.71582,5,?
1645,'2017/02/12 13:21:14:091',6,-108.541687,602.944641,2506.165283,90.943314,-239.6073,2547.415771,-63.157349,455.274658,2543.427246,5,?
1646,'2017/02/12 13:21:14:125',6,-112.622711,599.970093,2502.888184,89.154213,-249.398605,2547.261719,-62.075603,456.86145,2542.79248,5,?
1647,'2017/02/12 13:21:14:157',6,-112.56839,600.689148,2503.882813,91.013008,-239.880829,2550.419678,-62.733391,455.960541,2543.969238,5,?
1648,'2017/02/12 13:21:14:191',6,-115.956757,597.216125,2499.469727,91.64743,-247.511429,2552.740967,-63.636375,454.142944,2544.612305,5,?
1649,'2017/02/12 13:21:14:224',6,-108.129456,606.102905,2503.642578,91.124596,-240.393158,2550.838379,-63.358437,453.366486,2543.859375,5,?
1650,'2017/02/12 13:21:14:258',6,-96.068405,618.393127,2513.715332,89.866249,-236.041672,2548.803711,-64.69828,453.086975,2543.970459,5,?
1651,'2017/02/12 13:21:14:291',6,-91.045837,630.601807,2505.379395,88.703537,-233.918579,2548.10791,-65.872353,452.801941,2543.539551,5,?
1652,'2017/02/12 13:21:14:325',6,-96.310944,654.645996,2492.863281,87.570892,-233.821167,2543.275879,-67.243179,452.419403,2535.306641,5,?
1653,'2017/02/12 13:21:14:358',6,-99.875702,681.344727,2481.354736,82.221939,-234.660797,2542.125977,-68.70182,454.795624,2539.679443,5,?
1654,'2017/02/12 13:21:14:391',6,-101.520203,712.100403,2475.319824,82.029953,-233.42511,2540.515869,-68.932762,455.111481,2541.29248,5,?
1655,'2017/02/12 13:21:14:425',6,-106.899582,748.920593,2467.549805,81.727081,-232.47728,2540.050781,-69.588852,455.272278,2542.498779,5,?
1656,'2017/02/12 13:21:14:458',6,-119.760132,782.958313,2455.214355,80.716431,-233.238281,2539.615479,-71.201599,455.162689,2543.845459,5,?
1657,'2017/02/12 13:21:14:491',6,-155.129425,779.311035,2440.071289,80.869217,-231.696762,2539.439697,-72.549995,455.498749,2543.451904,5,?
1658,'2017/02/12 13:21:14:525',6,-178.793091,779.124634,2427.067871,83.132324,-232.77478,2540.551758,-71.554619,454.673401,2544.218506,5,?
1659,'2017/02/12 13:21:14:557',6,-198.885025,777.033752,2412.988525,84.153893,-230.857468,2542.707275,-72.376907,453.96875,2544.54541,5,?
1660,'2017/02/12 13:21:14:591',6,-215.815994,773.936279,2403.099609,82.831345,-232.480072,2542.648438,-71.82592,453.811066,2544.203613,5,?
1661,'2017/02/12 13:21:14:625',6,-227.587555,771.228577,2387.887207,86.002831,-230.513687,2547.303711,-70.679558,454.674957,2543.687744,5,?
1662,'2017/02/12 13:21:14:658',6,-242.573395,768.267273,2377.062256,85.552757,-231.887634,2546.907959,-70.830254,453.704041,2544.430664,5,?
1663,'2017/02/12 13:21:14:691',6,-253.619263,766.362854,2368.647705,85.319153,-233.000259,2544.783203,-70.457779,453.190613,2543.732666,5,?
1664,'2017/02/12 13:21:14:725',6,-263.205963,764.767212,2365.459717,86.639946,-232.372421,2546.03125,-69.562447,453.881958,2543.325684,5,?
1665,'2017/02/12 13:21:14:758',6,-271.358826,760.006958,2359.497803,87.87426,-232.056656,2553.439941,-70.762749,452.218048,2545.266357,5,?
1666,'2017/02/12 13:21:14:791',6,-275.372864,754.627686,2356.627197,90.082344,-230.116531,2554.9021,-69.00428,454.052948,2544.657715,5,?
1667,'2017/02/12 13:21:14:825',6,-277.996277,753.583984,2352.848877,89.898323,-228.641769,2556.237793,-70.55027,454.023804,2543.875244,5,?
1668,'2017/02/12 13:21:14:858',6,-279.094299,752.452148,2349.512451,89.861038,-228.621872,2551.795166,-70.634888,453.116821,2535.48877,5,?
1669,'2017/02/12 13:21:14:892',6,-280.860382,749.69397,2349.466553,90.273544,-227.927078,2553.012939,-70.483643,453.83197,2539.323242,5,?
1670,'2017/02/12 13:21:14:925',6,-281.517395,750.617676,2348.579834,88.067299,-230.12999,2551.159668,-71.312279,453.710449,2541.220947,5,?
1671,'2017/02/12 13:21:14:958',6,-281.989594,753.418091,2348.303223,87.670181,-229.409164,2551.303223,-71.403214,454.830139,2542.105469,5,?
1672,'2017/02/12 13:21:14:992',6,-282.420441,756.055298,2347.173828,88.926308,-228.826431,2551.181152,-70.550446,454.396606,2543.11084,5,?
1673,'2017/02/12 13:21:15:025',6,-282.40564,757.111389,2349.486816,86.678665,-229.830536,2550.196045,-71.595131,454.75238,2544.139404,5,?
1674,'2017/02/12 13:21:15:058',6,-282.331177,764.579956,2347.92041,84.099327,-232.007706,2547.431396,-72.791916,453.628967,2544.158447,5,?
1675,'2017/02/12 13:21:15:092',6,-276.470398,766.322021,2349.195068,83.512772,-231.652939,2549.393555,-73.114624,453.695984,2543.555908,5,?
1676,'2017/02/12 13:21:15:124',6,-272.526031,764.024902,2352.955811,85.728912,-228.707047,2554.814697,-72.593536,454.352509,2543.284424,5,?
1677,'2017/02/12 13:21:15:158',6,-259.461517,761.602051,2363.55249,87.360069,-228.45784,2556.302734,-72.22229,453.864288,2543.634766,5,?
1678,'2017/02/12 13:21:15:192',6,-247.315887,759.717834,2371.226074,86.040855,-227.268204,2557.022949,-73.091904,455.045044,2543.792236,5,?
1679,'2017/02/12 13:21:15:225',6,-232.420349,757.063049,2379.194092,86.590431,-226.978317,2557.371338,-72.551903,454.667389,2543.421631,5,?
1680,'2017/02/12 13:21:15:258',6,-206.925934,748.414429,2382.008545,86.722954,-226.570999,2557.182373,-72.764153,454.911804,2543.366211,5,?
1681,'2017/02/12 13:21:15:291',6,-168.214615,736.361572,2398.646484,86.428482,-226.817307,2555.566162,-72.672569,456.118042,2543.207275,5,?
1682,'2017/02/12 13:21:15:325',6,-144.568497,714.26709,2408.045654,86.784607,-227.193619,2556.084717,-72.585754,455.191254,2543.640381,5,?
1683,'2017/02/12 13:21:15:358',6,-117.98819,701.458557,2426.060791,86.591881,-228.651443,2554.48877,-72.014015,454.338837,2543.931152,5,?
1684,'2017/02/12 13:21:15:392',6,-107.014786,679.448608,2436.029785,85.035454,-227.736252,2552.529541,-71.490921,456.895813,2543.508789,5,?
1685,'2017/02/12 13:21:15:425',6,-98.09201,656.45105,2446.296631,85.065041,-228.222855,2554.124268,-71.162323,455.702698,2544.320801,5,?
1686,'2017/02/12 13:21:15:458',6,-92.165588,640.395691,2457.884277,84.991837,-228.964615,2548.108887,-70.543472,455.345398,2535.241699,5,?
1687,'2017/02/12 13:21:15:492',6,-91.630829,623.543884,2461.489014,87.05706,-243.743927,2551.463867,-70.481865,456.181335,2539.193115,5,?
1688,'2017/02/12 13:22:06:986',7,-217.435333,-186.023026,1456.842529,164.392761,-210.630051,1435.243164,-46.791264,481.341736,1566.16272,?,0
1689,'2017/02/12 13:22:07:036',7,-216.566833,-186.336609,1456.704956,165.305237,-212.996078,1434.272095,-47.419975,481.097168,1565.124146,?,0
1690,'2017/02/12 13:22:07:068',7,-215.02504,-188.601273,1457.022095,163.476013,-214.231445,1434.100952,-47.862164,479.450928,1564.615479,?,0
1691,'2017/02/12 13:22:07:103',7,-214.819885,-189.450424,1456.96582,164.676743,-215.852219,1434.67688,-47.538948,480.457581,1567.526001,?,0
1692,'2017/02/12 13:22:07:135',7,-215.027908,-188.111847,1457.316162,165.079239,-214.450226,1435.352783,-47.654266,480.727753,1568.474731,?,0
1693,'2017/02/12 13:22:07:169',7,-214.791885,-188.443268,1457.546021,165.621857,-214.723312,1436.796021,-47.128983,480.141541,1569.925293,?,0
1694,'2017/02/12 13:22:07:202',7,-214.337143,-187.989685,1458.252808,164.117126,-216.132629,1437.230469,-47.567425,480.717712,1569.5,?,0
1695,'2017/02/12 13:22:07:235',7,-214.665085,-187.966385,1458.751709,163.037689,-216.621094,1437.080811,-48.002323,480.331665,1570.030396,?,0
1696,'2017/02/12 13:22:07:268',7,-215.321991,-188.583908,1459.294067,165.067169,-216.002243,1437.205933,-48.566448,480.938202,1569.758789,?,0
1697,'2017/02/12 13:22:07:302',7,-215.679825,-188.22998,1459.217285,163.869843,-212.505371,1438.933228,-48.558208,480.766083,1569.893188,?,0
1698,'2017/02/12 13:22:07:335',7,-216.224075,-189.35907,1459.350342,163.270844,-213.854004,1438.629272,-48.887886,480.999512,1569.337036,?,0
1699,'2017/02/12 13:22:07:368',7,-217.179092,-190.034729,1459.269043,163.177643,-214.065262,1438.796143,-47.388256,481.509247,1570.909546,?,0
1700,'2017/02/12 13:22:07:402',7,-217.94281,-189.476486,1459.758911,163.584106,-215.276474,1439.982544,-47.069759,480.880981,1570.002197,?,0
1701,'2017/02/12 13:22:07:435',7,-218.470352,-190.43576,1460.245483,163.161972,-216.037796,1440.411133,-47.694057,480.106018,1570.672485,?,0
1702,'2017/02/12 13:22:07:469',7,-218.402176,-191.44606,1460.741943,163.144699,-216.398026,1438.778564,-47.657417,481.253052,1569.828491,?,0
1703,'2017/02/12 13:22:07:502',7,-218.380554,-191.012039,1461.545166,164.418304,-213.804138,1437.534546,-46.649178,481.383087,1569.892944,?,0
1704,'2017/02/12 13:22:07:535',7,-218.772339,-190.66954,1461.725342,163.815674,-215.676941,1436.997803,-47.057621,480.939117,1570.07666,?,0
1705,'2017/02/12 13:22:07:568',7,-218.895142,-191.313705,1461.814209,163.049759,-215.48822,1436.790649,-47.197727,480.705322,1569.64502,?,0
1706,'2017/02/12 13:22:07:603',7,-218.889969,-192.456528,1461.286255,168.317764,-211.111816,1442.466675,-46.777145,479.947388,1570.449219,?,0
1707,'2017/02/12 13:22:07:635',7,-218.794785,-193.484039,1460.535889,168.313171,-220.913483,1438.877197,-46.158703,479.927124,1569.765503,?,0
1708,'2017/02/12 13:22:07:668',7,-218.799454,-193.712936,1459.989746,169.781967,-212.673508,1442.145386,-47.227814,480.537231,1569.552979,?,0
1709,'2017/02/12 13:22:07:702',7,-218.32869,-194.412292,1459.7323,170.19014,-213.550674,1442.849487,-47.374451,479.72821,1570.4198,?,0
1710,'2017/02/12 13:22:07:735',7,-217.461548,-194.713379,1459.821655,169.462189,-221.724335,1438.927368,-46.467548,480.130035,1569.834106,?,0
1711,'2017/02/12 13:22:07:770',7,-217.283493,-194.202576,1459.590088,171.277191,-210.197937,1443.773071,-46.303944,479.686279,1570.10022,?,0
1712,'2017/02/12 13:22:07:802',7,-217.410065,-194.480255,1459.019043,172.437485,-207.828888,1444.883179,-46.665901,479.6875,1569.355713,?,0
1713,'2017/02/12 13:22:07:835',7,-218.131287,-194.507156,1458.946655,172.533188,-207.854996,1444.905151,-46.552399,480.208435,1569.470459,?,0
1714,'2017/02/12 13:22:07:870',7,-218.593033,-193.687775,1457.641357,169.666428,-208.464752,1446.139771,-46.870953,480.657867,1569.192139,?,0
1715,'2017/02/12 13:22:07:902',7,-218.541809,-193.514084,1456.743164,167.653275,-211.571671,1446.329346,-47.043526,480.172546,1569.810303,?,0
